id,original_id,anomaly_score,is_anomaly
2731,2731,-0.1688,1
2732,2732,-0.303332,1
2733,2733,-0.338422,1
2734,2734,-0.292606,1
2735,2735,0.0415783,0
2736,2736,-0.325029,1
2737,2737,0.0245672,0
2738,2738,-0.106594,1
2739,2739,-0.142072,1
2740,2740,0.0338649,0
2741,2741,0.0144688,0
2742,2742,-0.171935,1
2743,2743,-0.191292,1
2744,2744,0.0210777,0
2745,2745,0.0169608,0
2746,2746,-0.234497,1
2747,2747,0.0338573,0
2748,2748,-0.151773,1
2749,2749,0.0280753,0
2750,2750,-0.28082,1
2751,2751,0.033432,0
2752,2752,-0.290858,1
2753,2753,0.00428297,0
2754,2754,-0.292591,1
2755,2755,0.0418527,0
2756,2756,-0.286165,1
2757,2757,0.040821,0
2758,2758,-0.302485,1
2759,2759,0.0418527,0
2760,2760,-0.299791,1
2761,2761,0.0340789,0
2762,2762,-0.311671,1
2763,2763,0.0302514,0
2764,2764,-0.328557,1
2765,2765,0.0332071,0
2766,2766,-0.348896,1
2767,2767,0.0384462,0
2768,2768,-0.178414,1
2769,2769,0.0289009,0
2770,2770,-0.166256,1
2771,2771,-0.17195,1
2772,2772,0.0165485,0
2773,2773,0.0107781,0
2774,2774,-0.299583,1
2775,2775,0.0315606,0
2776,2776,-0.327887,1
2777,2777,0.0256575,0
2778,2778,-0.104961,1
2779,2779,-0.136644,1
2780,2780,-0.0105614,1
2781,2781,-0.0106839,1
2782,2782,-0.222104,1
2783,2783,-0.000316979,1
2784,2784,0.0192548,0
2785,2785,-0.261686,1
2786,2786,0.0317946,0
2787,2787,-0.326581,1
2788,2788,0.035065,0
2789,2789,-0.15601,1
2790,2790,0.0257948,0
2791,2791,-0.321944,1
2792,2792,0.0346688,0
2793,2793,-0.290005,1
2794,2794,0.0337813,0
2795,2795,-0.285462,1
2796,2796,0.0363411,0
2797,2797,-0.295801,1
2798,2798,0.0364882,0
2799,2799,-0.304947,1
2800,2800,0.0289866,0
2801,2801,-0.308601,1
2802,2802,0.0329567,0
2803,2803,-0.329012,1
2804,2804,0.0293219,0
2805,2805,-0.352002,1
2806,2806,0.0357249,0
2807,2807,-0.162125,1
2808,2808,0.0334065,0
2809,2809,-0.154375,1
2810,2810,-0.163354,1
2811,2811,0.014867,0
2812,2812,0.00763685,0
2813,2813,-0.156112,1
2814,2814,-0.159885,1
2815,2815,0.031221,0
2816,2816,0.0182944,0
2817,2817,-0.151296,1
2818,2818,-0.152437,1
2819,2819,-0.00143419,1
2820,2820,-0.0140173,1
2821,2821,0.036388,0
2822,2822,0.03355,0
2823,2823,0.0121229,0
2824,2824,0.00735359,0
2825,2825,0.0170299,0
2826,2826,0.0107384,0
2827,2827,0.0424497,0
2828,2828,0.0307469,0
2829,2829,0.00429808,0
2830,2830,0.0394911,0
2831,2831,0.00992882,0
2832,2832,0.039372,0
2833,2833,0.0371749,0
2834,2834,0.0390956,0
2835,2835,0.027578,0
2836,2836,0.029209,0
2837,2837,0.0380207,0
2838,2838,0.0424497,0
2839,2839,-0.000652328,1
2840,2840,-0.00187203,1
2841,2841,0.0126394,0
2842,2842,0.010558,0
2843,2843,-0.119455,1
2844,2844,-0.104785,1
2845,2845,-0.133278,1
2846,2846,-0.285403,1
2847,2847,-0.261663,1
2848,2848,-0.295038,1
2849,2849,-0.289232,1
2850,2850,-0.277089,1
2851,2851,-0.283437,1
2852,2852,-0.278653,1
2853,2853,-0.285852,1
2854,2854,-0.290661,1
2855,2855,-0.280517,1
2856,2856,-0.306682,1
2857,2857,-0.310806,1
2858,2858,-0.314636,1
2859,2859,-0.199,1
2860,2860,-0.00781228,1
2861,2861,0.0156776,0
2862,2862,-0.0258788,1
2863,2863,-0.0440845,1
2864,2864,-0.0110407,1
2865,2865,-0.0393947,1
2866,2866,-0.0377559,1
2867,2867,-0.0212235,1
2868,2868,-0.013619,1
2869,2869,-0.0380103,1
2870,2870,-0.0271132,1
2871,2871,-0.0305374,1
2872,2872,-0.0263366,1
2873,2873,-0.0329584,1
2874,2874,-0.0332618,1
2875,2875,-0.0336083,1
2876,2876,-0.00767589,1
2877,2877,-0.0432313,1
2878,2878,-0.0106161,1
2879,2879,-0.00337485,1
2880,2880,-0.0245357,1
2881,2881,-0.0503367,1
2882,2882,-0.0220063,1
2883,2883,-0.0376006,1
2884,2884,-0.0249711,1
2885,2885,-0.0142017,1
2886,2886,-0.0398501,1
2887,2887,-0.0177318,1
2888,2888,-0.0214811,1
2889,2889,-0.0402613,1
2890,2890,-0.0225855,1
2891,2891,-0.0271054,1
2892,2892,-0.0119785,1
2893,2893,-0.0117465,1
2894,2894,-0.0297643,1
2895,2895,-0.035778,1
2896,2896,-0.00765444,1
2897,2897,-0.0284326,1
2898,2898,-0.0292721,1
2899,2899,-0.0423247,1
2900,2900,-0.00740977,1
2901,2901,-0.00206683,1
2902,2902,-0.0235532,1
2903,2903,-0.0268776,1
2904,2904,-0.0197597,1
2905,2905,-0.0315888,1
2906,2906,-0.0217601,1
2907,2907,-0.016633,1
2908,2908,-0.0182126,1
2909,2909,-0.00197259,1
2910,2910,-0.0413493,1
2911,2911,-0.0463698,1
2912,2912,-0.00857469,1
2913,2913,-0.0184645,1
2914,2914,-0.00807165,1
2915,2915,-0.0214601,1
2916,2916,-0.0357866,1
2917,2917,-0.00865519,1
2918,2918,-0.0122327,1
2919,2919,-0.0555127,1
2920,2920,-0.0425051,1
2921,2921,-0.0458789,1
2922,2922,-0.0159326,1
2923,2923,-0.0157653,1
2924,2924,-0.0274521,1
2925,2925,-0.0120861,1
2926,2926,-0.0247076,1
2927,2927,-0.0255544,1
2928,2928,-0.0141818,1
2929,2929,-0.00490405,1
2930,2930,-0.0151854,1
2931,2931,-0.0285072,1
2932,2932,-0.0270798,1
2933,2933,-0.0509181,1
2934,2934,-0.00732725,1
2935,2935,-0.0439779,1
2936,2936,-0.0518517,1
2937,2937,-0.0183072,1
2938,2938,-0.0293426,1
2939,2939,-0.0236635,1
2940,2940,-0.0167171,1
2941,2941,-0.011539,1
2942,2942,-0.0208327,1
2943,2943,-0.0296518,1
2944,2944,-0.00529779,1
2945,2945,-0.0093397,1
2946,2946,-0.0737169,1
2947,2947,-0.0127826,1
2948,2948,-0.00900846,1
2949,2949,-0.0423412,1
2950,2950,-0.0110605,1
2951,2951,-0.0448949,1
2952,2952,-0.0202247,1
2953,2953,-0.00234649,1
2954,2954,-0.031162,1
2955,2955,-0.0466276,1
2956,2956,-0.0155851,1
2957,2957,-0.0595721,1
2958,2958,-0.0232132,1
2959,2959,-0.0443279,1
2960,2960,-0.0198106,1
2961,2961,-0.0407906,1
2962,2962,-0.0216412,1
2963,2963,-0.022674,1
2964,2964,-0.00610415,1
2965,2965,-0.0249481,1
2966,2966,-0.0291577,1
2967,2967,0.000607211,0
2968,2968,-0.0236096,1
2969,2969,-0.0322572,1
2970,2970,-0.0194722,1
2971,2971,-0.0103762,1
2972,2972,-0.0158163,1
2973,2973,-0.0180006,1
2974,2974,-0.0218186,1
2975,2975,-0.0183813,1
2976,2976,-0.0490978,1
2977,2977,-0.0320443,1
2978,2978,-0.0289148,1
2979,2979,-0.0241624,1
2980,2980,-0.0157512,1
2981,2981,-0.0350058,1
2982,2982,-0.0258734,1
2983,2983,-0.0122158,1
2984,2984,-0.0347632,1
2985,2985,-0.0448668,1
2986,2986,-0.0242347,1
2987,2987,-0.0278325,1
2988,2988,0.0510824,0
2989,2989,0.0487952,0
2990,2990,0.0460734,0
2991,2991,0.0472924,0
2992,2992,0.0388921,0
2993,2993,0.0415391,0
2994,2994,0.0445461,0
2995,2995,0.0503046,0
2996,2996,0.046411,0
2997,2997,0.0480119,0
2998,2998,0.0455696,0
2999,2999,0.0503046,0
3000,3000,0.0458207,0
3001,3001,0.0503046,0
3002,3002,0.0480119,0
3003,3003,0.0480119,0
3004,3004,0.0480119,0
3005,3005,0.0487952,0
3006,3006,0.0487952,0
3007,3007,0.0487952,0
3008,3008,0.0510824,0
3009,3009,0.0435922,0
3010,3010,0.036792,0
3011,3011,0.0450168,0
3012,3012,0.0387045,0
3013,3013,0.0510824,0
3014,3014,0.0480119,0
3015,3015,0.0503046,0
3016,3016,0.0480119,0
3017,3017,0.0510824,0
3018,3018,0.0503046,0
3019,3019,0.0487952,0
3020,3020,0.0503046,0
3021,3021,0.0480119,0
3022,3022,0.0483428,0
3023,3023,0.0425285,0
3024,3024,0.0358241,0
3025,3025,0.0406976,0
3026,3026,0.0275699,0
3027,3027,0.0435922,0
3028,3028,0.0411274,0
3029,3029,0.0428722,0
3030,3030,0.0448666,0
3031,3031,0.0508928,0
3032,3032,0.0148994,0
3033,3033,0.0448547,0
3034,3034,-0.0320096,1
3035,3035,0.0518749,0
3036,3036,0.0545071,0
3037,3037,0.0567546,0
3038,3038,0.0555578,0
3039,3039,0.0413472,0
3040,3040,0.0545071,0
3041,3041,0.0567546,0
3042,3042,0.0523472,0
3043,3043,0.0612456,0
3044,3044,0.0467329,0
3045,3045,0.0561405,0
3046,3046,0.0515517,0
3047,3047,0.0600629,0
3048,3048,0.052194,0
3049,3049,0.0571335,0
3050,3050,0.0228102,0
3051,3051,0.0387907,0
3052,3052,0.0387863,0
3053,3053,0.0374893,0
3054,3054,0.0369839,0
3055,3055,0.0362163,0
3056,3056,0.0293583,0
3057,3057,0.0333267,0
3058,3058,0.0145039,0
3059,3059,0.0374037,0
3060,3060,0.0246188,0
3061,3061,0.0264602,0
3062,3062,0.0395958,0
3063,3063,0.0411402,0
3064,3064,0.0364898,0
3065,3065,0.037249,0
3066,3066,0.0317716,0
3067,3067,0.0402514,0
3068,3068,0.0338877,0
3069,3069,0.0362302,0
3070,3070,0.0410531,0
3071,3071,0.0432585,0
3072,3072,0.044053,0
3073,3073,0.0343696,0
3074,3074,0.0411441,0
3075,3075,0.0150747,0
3076,3076,0.0344902,0
3077,3077,0.0183265,0
3078,3078,0.0339705,0
3079,3079,0.0364173,0
3080,3080,0.0394434,0
3081,3081,0.0364173,0
3082,3082,0.0402471,0
3083,3083,0.0387907,0
3084,3084,0.0378839,0
3085,3085,0.0464018,0
3086,3086,0.0456085,0
3087,3087,0.0465726,0
3088,3088,0.0349912,0
3089,3089,0.0333986,0
3090,3090,0.0264871,0
3091,3091,0.0376276,0
3092,3092,0.0227001,0
3093,3093,0.0318836,0
3094,3094,0.0161784,0
3095,3095,0.0143416,0
3096,3096,0.026906,0
3097,3097,0.0358908,0
3098,3098,0.0405245,0
3099,3099,0.0413179,0
3100,3100,0.0352046,0
3101,3101,0.0413179,0
3102,3102,0.0396271,0
3103,3103,0.0387513,0
3104,3104,0.0428188,0
3105,3105,0.0404031,0
3106,3106,0.0352046,0
3107,3107,0.0411084,0
3108,3108,0.0428188,0
3109,3109,0.0361877,0
3110,3110,0.0386212,0
3111,3111,0.0378137,0
3112,3112,0.0378137,0
3113,3113,0.0360898,0
3114,3114,-0.00869908,1
3115,3115,0.0475695,0
3116,3116,-0.0247066,1
3117,3117,-0.0859246,1
3118,3118,-0.161112,1
3119,3119,-0.39669,1
3120,3120,-0.431138,1
3121,3121,-0.132025,1
3122,3122,-0.380935,1
3123,3123,-0.105803,1
3124,3124,-0.128922,1
3125,3125,0.0406589,0
3126,3126,0.0157663,0
3127,3127,-0.137153,1
3128,3128,-0.0869782,1
3129,3129,-0.253287,1
3130,3130,-0.218811,1
3131,3131,0.0415274,0
3132,3132,-0.179186,1
3133,3133,-0.0350809,1
3134,3134,0.0411209,0
3135,3135,-0.151052,1
3136,3136,0.0411209,0
3137,3137,-0.0128833,1
3138,3138,0.0328833,0
3139,3139,0.0313907,0
3140,3140,-0.110874,1
3141,3141,0.0324452,0
3142,3142,-0.139528,1
3143,3143,0.0382986,0
3144,3144,0.012007,0
3145,3145,0.0236659,0
3146,3146,0.0259305,0
3147,3147,0.0246151,0
3148,3148,0.0144718,0
3149,3149,0.0120883,0
3150,3150,0.0144718,0
3151,3151,0.0221866,0
3152,3152,0.00893295,0
3153,3153,0.012007,0
3154,3154,0.0106376,0
3155,3155,-0.196064,1
3156,3156,-0.0643511,1
3157,3157,-0.123644,1
3158,3158,-0.137212,1
3159,3159,0.0389,0
3160,3160,0.012007,0
3161,3161,0.036807,0
3162,3162,0.012007,0
3163,3163,0.0137029,0
3164,3164,0.0404945,0
3165,3165,-0.166823,1
3166,3166,0.0411209,0
3167,3167,-0.0128833,1
3168,3168,-0.0243534,1
3169,3169,-0.028213,1
3170,3170,0.0193967,0
3171,3171,-0.0698882,1
3172,3172,-0.0682473,1
3173,3173,-0.0192492,1
3174,3174,0.0166201,0
3175,3175,0.0191313,0
3176,3176,-0.14329,1
3177,3177,0.017952,0
3178,3178,-0.194764,1
3179,3179,0.0171083,0
3180,3180,-0.0222355,1
3181,3181,0.00794527,0
3182,3182,-0.0963886,1
3183,3183,-0.0526879,1
3184,3184,-0.0418547,1
3185,3185,-0.0614388,1
3186,3186,-0.0571315,1
3187,3187,-0.0523,1
3188,3188,-0.147963,1
3189,3189,0.0295045,0
3190,3190,0.0315558,0
3191,3191,0.02974,0
3192,3192,-0.195045,1
3193,3193,-0.00250455,1
3194,3194,-0.0717633,1
3195,3195,0.0187473,0
3196,3196,0.00206555,0
3197,3197,0.0206182,0
3198,3198,0.0168643,0
3199,3199,0.0171083,0
3200,3200,0.0108266,0
3201,3201,-0.128913,1
3202,3202,-0.0242861,1
3203,3203,0.0196001,0
3204,3204,0.0200843,0
3205,3205,0.0216347,0
3206,3206,0.0272511,0
3207,3207,-0.10034,1
3208,3208,0.0198423,0
3209,3209,0.0137605,0
3210,3210,-0.107294,1
3211,3211,-0.180212,1
3212,3212,-0.0878595,1
3213,3213,-0.0220462,1
3214,3214,0.0217963,0
3215,3215,-0.0180133,1
3216,3216,-0.115588,1
3217,3217,-0.279599,1
3218,3218,0.0176417,0
3219,3219,0.0445194,0
3220,3220,-0.0894723,1
3221,3221,-0.0352776,1
3222,3222,-0.050853,1
3223,3223,0.0328363,0
3224,3224,0.0641585,0
3225,3225,0.0279541,0
3226,3226,0.0452736,0
3227,3227,0.0691128,0
3228,3228,0.0692949,0
3229,3229,0.0719762,0
3230,3230,0.0527828,0
3231,3231,0.0309561,0
3232,3232,0.0702493,0
3233,3233,0.0713193,0
3234,3234,0.0630872,0
3235,3235,0.0721693,0
3236,3236,0.0658979,0
3237,3237,0.0541106,0
3238,3238,0.0473261,0
3239,3239,0.0719762,0
3240,3240,0.0511592,0
3241,3241,0.0570132,0
3242,3242,0.0432671,0
3243,3243,0.0586002,0
3244,3244,0.0454588,0
3245,3245,0.0705435,0
3246,3246,0.0705435,0
3247,3247,0.0329347,0
3248,3248,0.0450168,0
3249,3249,0.0711993,0
3250,3250,0.0571096,0
3251,3251,0.0662152,0
3252,3252,0.0621161,0
3253,3253,0.0695712,0
3254,3254,0.0577299,0
3255,3255,0.0577299,0
3256,3256,0.0705435,0
3257,3257,0.0661499,0
3258,3258,0.0696973,0
3259,3259,0.0721693,0
3260,3260,0.0701342,0
3261,3261,0.0600615,0
3262,3262,0.0678309,0
3263,3263,0.0588765,0
3264,3264,-0.00367846,1
3265,3265,0.0371487,0
3266,3266,0.064887,0
3267,3267,0.0610456,0
3268,3268,0.0670391,0
3269,3269,0.040418,0
3270,3270,0.0721693,0
3271,3271,0.0721693,0
3272,3272,0.0706117,0
3273,3273,0.0153297,0
3274,3274,0.014815,0
3275,3275,0.0208902,0
3276,3276,0.0721693,0
3277,3277,0.070241,0
3278,3278,0.0684745,0
3279,3279,0.0658504,0
3280,3280,0.0534834,0
3281,3281,0.0572547,0
3282,3282,0.0383937,0
3283,3283,0.0671775,0
3284,3284,0.0486359,0
3285,3285,0.0696973,0
3286,3286,0.0583606,0
3287,3287,-0.0701536,1
3288,3288,0.063005,0
3289,3289,0.0706117,0
3290,3290,0.0582225,0
3291,3291,0.0637136,0
3292,3292,0.0653432,0
3293,3293,0.0278836,0
3294,3294,0.0720442,0
3295,3295,0.0404627,0
3296,3296,0.0711993,0
3297,3297,0.0605861,0
3298,3298,0.0716752,0
3299,3299,0.0716071,0
3300,3300,0.0725377,0
3301,3301,0.0704968,0
3302,3302,0.0704285,0
3303,3303,0.0716752,0
3304,3304,0.0716752,0
3305,3305,0.0716071,0
3306,3306,0.0574006,0
3307,3307,0.0711993,0
3308,3308,0.0716071,0
3309,3309,0.0693877,0
3310,3310,0.0716071,0
3311,3311,0.0716752,0
3312,3312,0.0716071,0
3313,3313,0.0716071,0
3314,3314,0.0716752,0
3315,3315,0.0696796,0
3316,3316,0.0718303,0
3317,3317,0.0716071,0
3318,3318,0.0715689,0
3319,3319,0.0719762,0
3320,3320,0.0725377,0
3321,3321,0.0275137,0
3322,3322,0.0694849,0
3323,3323,0.0584032,0
3324,3324,0.0679679,0
3325,3325,0.0716369,0
3326,3326,0.0720442,0
3327,3327,0.0720442,0
3328,3328,0.0719762,0
3329,3329,0.0693556,0
3330,3330,0.0650049,0
3331,3331,0.0719762,0
3332,3332,0.0720442,0
3333,3333,-0.101738,1
3334,3334,0.0721991,0
3335,3335,0.046667,0
3336,3336,0.0706117,0
3337,3337,0.0563339,0
3338,3338,0.0708238,0
3339,3339,-0.00825805,1
3340,3340,0.0721693,0
3341,3341,0.0722372,0
3342,3342,0.0715689,0
3343,3343,0.0726056,0
3344,3344,0.0450263,0
3345,3345,0.0705435,0
3346,3346,0.071795,0
3347,3347,0.0606085,0
3348,3348,0.0570271,0
3349,3349,0.0721693,0
3350,3350,0.0711993,0
3351,3351,0.0719762,0
3352,3352,0.0712674,0
3353,3353,0.0712674,0
3354,3354,0.0716071,0
3355,3355,0.0721693,0
3356,3356,0.0716369,0
3357,3357,0.0715689,0
3358,3358,0.0721693,0
3359,3359,0.0725377,0
3360,3360,0.0725377,0
3361,3361,0.0675516,0
3362,3362,0.0715689,0
3363,3363,0.0715689,0
3364,3364,0.032675,0
3365,3365,0.021869,0
3366,3366,0.0688738,0
3367,3367,0.0721991,0
3368,3368,0.0715689,0
3369,3369,0.0721991,0
3370,3370,0.0721312,0
3371,3371,0.0719762,0
3372,3372,0.0725377,0
3373,3373,0.0510734,0
3374,3374,0.0721991,0
3375,3375,0.0716369,0
3376,3376,0.0721991,0
3377,3377,0.0600562,0
3378,3378,0.0719762,0
3379,3379,0.0608822,0
3380,3380,0.0618562,0
3381,3381,0.0618157,0
3382,3382,0.0647962,0
3383,3383,0.0630896,0
3384,3384,0.038529,0
3385,3385,0.0665697,0
3386,3386,0.0708822,0
3387,3387,0.0533402,0
3388,3388,0.0589757,0
3389,3389,0.0431828,0
3390,3390,0.0640365,0
3391,3391,0.0640365,0
3392,3392,0.0646126,0
3393,3393,0.071727,0
3394,3394,0.0725377,0
3395,3395,0.0689877,0
3396,3396,0.0719762,0
3397,3397,-0.0454909,1
3398,3398,0.0598349,0
3399,3399,0.0172461,0
3400,3400,0.0612385,0
3401,3401,0.0413174,0
3402,3402,0.0688596,0
3403,3403,0.0716071,0
3404,3404,0.0616104,0
3405,3405,0.0668106,0
3406,3406,0.0711076,0
3407,3407,0.071164,0
3408,3408,0.071795,0
3409,3409,0.0526208,0
3410,3410,0.071727,0
3411,3411,0.0438092,0
3412,3412,0.0712321,0
3413,3413,0.0725377,0
3414,3414,0.0582628,0
3415,3415,0.0598339,0
3416,3416,0.070241,0
3417,3417,0.070241,0
3418,3418,0.0679429,0
3419,3419,0.0657648,0
3420,3420,0.0701727,0
3421,3421,0.067874,0
3422,3422,0.0679429,0
3423,3423,0.070241,0
3424,3424,0.070241,0
3425,3425,0.060921,0
3426,3426,0.0575678,0
3427,3427,0.061694,0
3428,3428,0.070241,0
3429,3429,0.0701727,0
3430,3430,0.069763,0
3431,3431,0.070241,0
3432,3432,0.0701727,0
3433,3433,0.067874,0
3434,3434,0.066352,0
3435,3435,0.0690722,0
3436,3436,0.0672651,0
3437,3437,0.0706117,0
3438,3438,0.0705435,0
3439,3439,0.0471065,0
3440,3440,0.0701342,0
3441,3441,0.0706117,0
3442,3442,0.0555025,0
3443,3443,0.0705435,0
3444,3444,0.0706117,0
3445,3445,0.0719762,0
3446,3446,0.0629613,0
3447,3447,0.0697959,0
3448,3448,0.0725377,0
3449,3449,0.0721693,0
3450,3450,0.0513809,0
3451,3451,0.0650489,0
3452,3452,0.0694849,0
3453,3453,0.0249592,0
3454,3454,-0.00576127,1
3455,3455,0.0631737,0
3456,3456,0.0630664,0
3457,3457,0.0716752,0
3458,3458,0.050403,0
3459,3459,0.0719762,0
3460,3460,0.0611431,0
3461,3461,0.0610622,0
3462,3462,0.0579725,0
3463,3463,0.0703285,0
3464,3464,0.0687192,0
3465,3465,0.0672692,0
3466,3466,0.0657449,0
3467,3467,0.0613463,0
3468,3468,0.0692194,0
3469,3469,0.0719762,0
3470,3470,0.00843703,0
3471,3471,0.0185919,0
3472,3472,0.0615169,0
3473,3473,0.0632289,0
3474,3474,0.060921,0
3475,3475,0.0568554,0
3476,3476,0.0672788,0
3477,3477,0.068919,0
3478,3478,0.0689877,0
3479,3479,0.0702839,0
3480,3480,0.0652464,0
3481,3481,0.0720442,0
3482,3482,0.0716752,0
3483,3483,0.0721693,0
3484,3484,0.0617861,0
3485,3485,0.0701727,0
3486,3486,0.0700687,0
3487,3487,0.0718303,0
3488,3488,0.0667574,0
3489,3489,0.0699727,0
3490,3490,0.067874,0
3491,3491,0.0708057,0
3492,3492,0.0693192,0
3493,3493,0.0721693,0
3494,3494,0.0721693,0
3495,3495,0.070241,0
3496,3496,0.070241,0
3497,3497,0.0506637,0
3498,3498,0.0679673,0
3499,3499,0.0507622,0
3500,3500,0.0707375,0
3501,3501,0.0625392,0
3502,3502,0.0625948,0
3503,3503,0.0706583,0
3504,3504,0.0495306,0
3505,3505,0.0706117,0
3506,3506,0.0725377,0
3507,3507,0.063659,0
3508,3508,0.0721312,0
3509,3509,0.0725377,0
3510,3510,0.0654067,0
3511,3511,0.0704165,0
3512,3512,-0.0198841,1
3513,3513,0.0725377,0
3514,3514,0.0719762,0
3515,3515,0.0699919,0
3516,3516,0.0725377,0
3517,3517,0.0638413,0
3518,3518,0.0666661,0
3519,3519,0.0726056,0
3520,3520,0.0725377,0
3521,3521,0.0706117,0
3522,3522,0.0570373,0
3523,3523,0.0719762,0
3524,3524,0.0725377,0
3525,3525,0.0596722,0
3526,3526,0.0648785,0
3527,3527,0.0677963,0
3528,3528,0.0661458,0
3529,3529,0.0706117,0
3530,3530,0.0725377,0
3531,3531,0.0715689,0
3532,3532,0.0560166,0
3533,3533,0.0726056,0
3534,3534,0.0687401,0
3535,3535,0.0531588,0
3536,3536,0.0685243,0
3537,3537,0.0316757,0
3538,3538,0.0507937,0
3539,3539,0.0672922,0
3540,3540,0.0720442,0
3541,3541,0.0716752,0
3542,3542,0.0672922,0
3543,3543,0.0671775,0
3544,3544,0.0697959,0
3545,3545,0.0697959,0
3546,3546,0.0685742,0
3547,3547,0.071727,0
3548,3548,0.071795,0
3549,3549,0.0658788,0
3550,3550,0.0678043,0
3551,3551,0.0499797,0
3552,3552,0.0722372,0
3553,3553,0.0504949,0
3554,3554,0.0647524,0
3555,3555,0.0716071,0
3556,3556,0.0721693,0
3557,3557,0.0721693,0
3558,3558,0.070241,0
3559,3559,0.0701727,0
3560,3560,0.0625255,0
3561,3561,0.0674701,0
3562,3562,0.0718303,0
3563,3563,0.0705463,0
3564,3564,0.0721693,0
3565,3565,0.0721693,0
3566,3566,0.070241,0
3567,3567,0.070241,0
3568,3568,0.0700411,0
3569,3569,0.0679281,0
3570,3570,0.0721693,0
3571,3571,0.0679311,0
3572,3572,0.042542,0
3573,3573,0.070241,0
3574,3574,0.0707375,0
3575,3575,0.070241,0
3576,3576,0.0701727,0
3577,3577,0.0682344,0
3578,3578,0.0717623,0
3579,3579,0.0717623,0
3580,3580,0.0679969,0
3581,3581,0.0416076,0
3582,3582,0.0699727,0
3583,3583,0.0721693,0
3584,3584,0.0643575,0
3585,3585,0.0695712,0
3586,3586,0.0633206,0
3587,3587,0.0583224,0
3588,3588,0.0722372,0
3589,3589,0.0704781,0
3590,3590,0.0676874,0
3591,3591,0.0703969,0
3592,3592,0.069763,0
3593,3593,0.070241,0
3594,3594,0.0701727,0
3595,3595,0.0629717,0
3596,3596,0.0705435,0
3597,3597,0.0706117,0
3598,3598,0.0633512,0
3599,3599,0.0459941,0
3600,3600,0.0705435,0
3601,3601,0.0634211,0
3602,3602,0.0582791,0
3603,3603,0.0715689,0
3604,3604,0.0726056,0
3605,3605,0.0406018,0
3606,3606,0.0725377,0
3607,3607,0.0680444,0
3608,3608,0.0497704,0
3609,3609,0.0725377,0
3610,3610,0.0585996,0
3611,3611,0.0421527,0
3612,3612,0.0706117,0
3613,3613,0.060921,0
3614,3614,0.0612582,0
3615,3615,0.0706117,0
3616,3616,0.0669496,0
3617,3617,0.0716369,0
3618,3618,0.0725377,0
3619,3619,0.0725377,0
3620,3620,0.0707375,0
3621,3621,0.0600061,0
3622,3622,0.0663707,0
3623,3623,0.0203234,0
3624,3624,0.0635651,0
3625,3625,0.0689877,0
3626,3626,0.0700156,0
3627,3627,0.035791,0
3628,3628,0.0711076,0
3629,3629,0.0370899,0
3630,3630,0.0719762,0
3631,3631,0.0695024,0
3632,3632,0.0725377,0
3633,3633,0.0476712,0
3634,3634,0.0707732,0
3635,3635,0.00929764,0
3636,3636,0.0605627,0
3637,3637,0.0683793,0
3638,3638,0.0685077,0
3639,3639,0.0694242,0
3640,3640,0.0685764,0
3641,3641,0.0719762,0
3642,3642,0.0648175,0
3643,3643,0.068919,0
3644,3644,0.0688771,0
3645,3645,0.0706117,0
3646,3646,0.0538237,0
3647,3647,0.0492855,0
3648,3648,0.0699696,0
3649,3649,0.0496973,0
3650,3650,0.067864,0
3651,3651,0.0673629,0
3652,3652,0.0657103,0
3653,3653,0.0644344,0
3654,3654,0.0579538,0
3655,3655,0.0698314,0
3656,3656,0.069763,0
3657,3657,0.070241,0
3658,3658,0.0701727,0
3659,3659,0.0573997,0
3660,3660,0.0507025,0
3661,3661,0.0673729,0
3662,3662,0.0339055,0
3663,3663,0.0617615,0
3664,3664,0.058787,0
3665,3665,0.0718303,0
3666,3666,0.0645088,0
3667,3667,0.0675872,0
3668,3668,0.0716752,0
3669,3669,0.0722372,0
3670,3670,0.0722372,0
3671,3671,0.0519638,0
3672,3672,0.0583605,0
3673,3673,0.0717623,0
3674,3674,0.0718303,0
3675,3675,0.0693255,0
3676,3676,0.0717623,0
3677,3677,0.0711993,0
3678,3678,0.0722372,0
3679,3679,0.0722372,0
3680,3680,0.0721693,0
3681,3681,0.0693255,0
3682,3682,0.0651068,0
3683,3683,0.0629443,0
3684,3684,0.0645088,0
3685,3685,0.0645088,0
3686,3686,0.0711993,0
3687,3687,0.0699018,0
3688,3688,0.0712674,0
3689,3689,0.0711993,0
3690,3690,0.0718303,0
3691,3691,0.0716752,0
3692,3692,0.0716071,0
3693,3693,0.0721693,0
3694,3694,0.0721693,0
3695,3695,0.0546711,0
3696,3696,0.0648078,0
3697,3697,0.0645784,0
3698,3698,0.0649164,0
3699,3699,0.0645784,0
3700,3700,0.0717623,0
3701,3701,0.0711993,0
3702,3702,0.0717623,0
3703,3703,0.0717623,0
3704,3704,0.0716071,0
3705,3705,0.0721693,0
3706,3706,0.0652936,0
3707,3707,0.0706117,0
3708,3708,0.0721312,0
3709,3709,0.0715689,0
3710,3710,0.0716369,0
3711,3711,0.0721991,0
3712,3712,0.0715689,0
3713,3713,0.0726056,0
3714,3714,0.0719762,0
3715,3715,0.0725377,0
3716,3716,0.0725377,0
3717,3717,0.0673556,0
3718,3718,0.0706117,0
3719,3719,0.0706117,0
3720,3720,0.0648864,0
3721,3721,0.0721312,0
3722,3722,0.0716369,0
