id,original_id,anomaly_score,is_anomaly
836,836,0.000394339,0
837,837,-0.0131247,1
838,838,0.0142987,0
839,839,0.0411427,0
840,840,0.0313682,0
841,841,0.0335636,0
842,842,-0.0142296,1
843,843,-0.00399555,1
844,844,0.0184637,0
845,845,0.0125854,0
846,846,0.0138196,0
847,847,-0.0214815,1
848,848,0.000693048,0
849,849,0.0431632,0
850,850,0.0255815,0
851,851,0.0220008,0
852,852,-0.0298173,1
853,853,-0.0210338,1
854,854,0.0427659,0
855,855,-0.000545957,1
856,856,0.0341322,0
857,857,-0.0699776,1
858,858,-0.0351873,1
859,859,-0.00763162,1
860,860,0.0484178,0
861,861,0.0359273,0
862,862,0.0406683,0
863,863,-0.00558279,1
864,864,0.0135191,0
865,865,0.049973,0
866,866,0.0371796,0
867,867,0.0374764,0
868,868,-0.0148829,1
869,869,0.00949769,0
870,870,0.0489385,0
871,871,0.0342096,0
872,872,0.0343526,0
873,873,-0.0340307,1
874,874,-0.000636461,1
875,875,0.045791,0
876,876,0.0431789,0
877,877,0.0332098,0
878,878,-0.0463416,1
879,879,-0.0111149,1
880,880,0.0439503,0
881,881,0.0417245,0
882,882,0.0299712,0
883,883,-0.0116844,1
884,884,-0.0210493,1
885,885,0.0468996,0
886,886,0.0291473,0
887,887,0.0323895,0
888,888,-0.0163024,1
889,889,-5.89872e-06,1
890,890,0.047123,0
891,891,-0.0230006,1
892,892,0.0309312,0
893,893,-0.0287993,1
894,894,0.00394504,0
895,895,0.0466702,0
896,896,0.0351134,0
897,897,0.0323895,0
898,898,0.00619173,0
899,899,-0.0124655,1
900,900,0.0447399,0
901,901,0.0255894,0
902,902,0.0391839,0
903,903,-0.0199848,1
904,904,0.007724,0
905,905,0.0195657,0
906,906,0.0270846,0
907,907,0.020771,0
908,908,0.00960402,0
909,909,0.029307,0
910,910,0.0286913,0
911,911,0.0262816,0
912,912,-0.0198852,1
913,913,-0.00952934,1
914,914,-0.0337977,1
915,915,0.0349758,0
916,916,0.0331586,0
917,917,0.0318981,0
918,918,-0.014144,1
919,919,-0.0246077,1
920,920,-0.0213677,1
921,921,0.0213164,0
922,922,0.0390566,0
923,923,0.0336353,0
924,924,-0.053241,1
925,925,-0.000759405,1
926,926,0.0185844,0
927,927,0.0264694,0
928,928,0.030106,0
929,929,-0.0146365,1
930,930,-0.00954675,1
931,931,0.0361488,0
932,932,0.0296808,0
933,933,0.03204,0
934,934,-0.0136929,1
935,935,-0.0137735,1
936,936,-0.00817142,1
937,937,0.0247696,0
938,938,0.0307372,0
939,939,0.0368698,0
940,940,-0.0427195,1
941,941,-0.0117851,1
942,942,0.00660634,0
943,943,0.0470965,0
944,944,0.0363687,0
945,945,0.0422908,0
946,946,-0.0179126,1
947,947,0.0105259,0
948,948,0.0428323,0
949,949,0.0297428,0
950,950,0.0422908,0
951,951,-0.0170954,1
952,952,0.0072189,0
953,953,0.0498197,0
954,954,0.0297428,0
955,955,0.0500145,0
956,956,-0.0179126,1
957,957,0.00371446,0
958,958,0.0432996,0
959,959,0.0308042,0
960,960,0.0449531,0
961,961,-0.0403167,1
962,962,-0.00142757,1
963,963,0.00675319,0
964,964,0.0481336,0
965,965,0.0363687,0
966,966,0.047585,0
967,967,-0.0170954,1
968,968,0.00631534,0
969,969,0.0396842,0
970,970,0.0299781,0
971,971,0.0439664,0
972,972,-0.00455378,1
973,973,0.00718922,0
974,974,0.0422613,0
975,975,0.0353933,0
976,976,0.0422908,0
977,977,-0.00393241,1
978,978,0.00834997,0
979,979,0.0417925,0
980,980,0.0351617,0
981,981,0.0422908,0
982,982,-0.00455378,1
983,983,0.0103129,0
984,984,0.0418683,0
985,985,0.0371796,0
986,986,0.0415565,0
987,987,-0.0110676,1
988,988,0.00316787,0
989,989,0.0425749,0
990,990,0.0308042,0
991,991,0.0391887,0
992,992,0.0353369,0
993,993,0.0357945,0
994,994,0.0325283,0
995,995,0.0324692,0
996,996,0.0379884,0
997,997,0.0498265,0
998,998,0.0301373,0
999,999,0.0377125,0
1000,1000,0.0171968,0
1001,1001,0.0295765,0
1002,1002,0.0224713,0
1003,1003,0.0338769,0
1004,1004,0.0285679,0
1005,1005,0.0305486,0
1006,1006,0.0564269,0
1007,1007,0.0419221,0
1008,1008,0.0594191,0
1009,1009,0.0459474,0
1010,1010,0.0549736,0
1011,1011,0.0421044,0
1012,1012,0.0314473,0
1013,1013,0.043618,0
1014,1014,0.050199,0
1015,1015,0.0576068,0
1016,1016,0.0586611,0
1017,1017,0.048056,0
1018,1018,0.0594191,0
1019,1019,0.0491078,0
1020,1020,0.0564269,0
1021,1021,0.0448505,0
1022,1022,0.0534449,0
1023,1023,0.0576068,0
1024,1024,0.0534449,0
1025,1025,0.0576068,0
1026,1026,0.0586611,0
1027,1027,0.047049,0
1028,1028,0.0297294,0
1029,1029,0.0497779,0
1030,1030,0.0390273,0
1031,1031,0.0355208,0
1032,1032,0.0240535,0
1033,1033,0.0269402,0
1034,1034,0.0244781,0
1035,1035,0.0349802,0
1036,1036,0.0309507,0
1037,1037,0.0327869,0
1038,1038,0.0323389,0
1039,1039,0.051255,0
1040,1040,0.0358287,0
1041,1041,0.0260491,0
1042,1042,-0.0180058,1
1043,1043,0.0514753,0
1044,1044,0.00244631,0
1045,1045,0.027611,0
1046,1046,-0.0446316,1
1047,1047,0.0200372,0
1048,1048,-0.0363432,1
1049,1049,0.0591353,0
1050,1050,0.0166927,0
1051,1051,0.0619974,0
1052,1052,0.0462117,0
1053,1053,0.0474276,0
1054,1054,0.0382284,0
1055,1055,0.0312385,0
1056,1056,0.0474925,0
1057,1057,0.049772,0
1058,1058,0.0302855,0
1059,1059,0.0364533,0
1060,1060,0.0356204,0
1061,1061,0.0314628,0
1062,1062,0.044232,0
1063,1063,0.0364533,0
1064,1064,0.0338234,0
1065,1065,0.0406289,0
1066,1066,0.0479112,0
1067,1067,0.057063,0
1068,1068,0.01297,0
1069,1069,0.0413127,0
1070,1070,0.0561468,0
1071,1071,0.057063,0
1072,1072,0.057063,0
1073,1073,0.0445647,0
1074,1074,0.057063,0
1075,1075,0.0553811,0
1076,1076,0.0578248,0
1077,1077,0.0521017,0
1078,1078,0.024953,0
1079,1079,0.0234203,0
1080,1080,0.037264,0
1081,1081,0.0300237,0
1082,1082,0.0383677,0
1083,1083,0.0317773,0
1084,1084,0.0562188,0
1085,1085,0.0519513,0
1086,1086,0.0519513,0
1087,1087,0.0562188,0
1088,1088,0.0578248,0
1089,1089,0.0553811,0
1090,1090,0.0554532,0
1091,1091,0.0561468,0
1092,1092,0.0554532,0
1093,1093,0.0553811,0
1094,1094,-0.319182,1
1095,1095,-0.318039,1
1096,1096,-0.132962,1
1097,1097,-0.184818,1
1098,1098,-0.202962,1
1099,1099,-0.329444,1
1100,1100,-0.324483,1
1101,1101,-0.301121,1
1102,1102,-0.327554,1
1103,1103,-0.280594,1
1104,1104,-0.354794,1
1105,1105,-0.308046,1
1106,1106,-0.328349,1
1107,1107,-0.294152,1
1108,1108,-0.355803,1
1109,1109,-0.373886,1
1110,1110,-0.122565,1
1111,1111,-0.131362,1
1112,1112,-0.0314991,1
1113,1113,-0.154039,1
1114,1114,-0.119804,1
1115,1115,0.0391377,0
1116,1116,-0.156279,1
1117,1117,0.030734,0
1118,1118,-0.0537578,1
1119,1119,0.0124803,0
1120,1120,-0.00429917,1
1121,1121,-0.0906561,1
1122,1122,-0.0969571,1
1123,1123,0.033196,0
1124,1124,0.0218927,0
1125,1125,-0.114281,1
1126,1126,0.0374573,0
1127,1127,-0.16013,1
1128,1128,0.0348746,0
1129,1129,-0.151509,1
1130,1130,0.0275281,0
1131,1131,-0.131741,1
1132,1132,0.0322171,0
1133,1133,-0.132853,1
1134,1134,0.0364882,0
1135,1135,-0.110307,1
